a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
E,1,250000, ,1455850,Unemployment                  ,13,14,1225,1144.87,1144.87,1479.25,Unemployment                  ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,250000, ,1215,1215,1270,1270
E,1,250000, ,1555860,Unemployment                  ,13,15,1070,904.52,904.52,1218.46,Unemployment                  ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,250000, ,1135,1135,1175,1175
E,1,250000, ,1657100,Unemployment                  ,14,16,3125,2635.49,2635.49,3416.06,Unemployment                  ,20,PERSONNEL BENEFITS,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,250000, ,3985,3985,4185,4185
E,1,250000, ,2955720,Unemployment                  ,3,29,0,0,0,0,Unemployment                  ,20,PERSONNEL BENEFITS,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,250000, ,190,190,195,195
E,1,260000, ,251310,Auto Allowance                ,3,2,5700,5981.25,5981.25,6227.5,Auto Allowance                ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,260000, ,5700,5700,5700,5700
E,1,270000, ,151160,Social Security               ,1,1,3230,3236.4,3236.4,3236.4,Social Security               ,20,PERSONNEL BENEFITS,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,270000, ,3230,3230,3230,3230
E,1,270000, ,251310,Social Security               ,3,2,26335,32059.69,32059.69,22296.84,Social Security               ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,270000, ,15575,0,15725,0
E,1,270000, ,351310,Social Security               ,5,3,0,0,0,0,Social Security               ,20,PERSONNEL BENEFITS,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,270000, ,7010,1170,7525,1205
E,1,270000, ,455870,Social Security               ,3,4,14540,10611.09,10611.09,20692.79,Social Security               ,20,PERSONNEL BENEFITS,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,270000, ,15175,1170,15635,1205
E,1,270000, ,551420,Social Security               ,5,5,21420,15740.49,15740.49,13966.62,Social Security               ,20,PERSONNEL BENEFITS,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,270000, ,22370,0,23225,0
E,1,270000, ,651810,Social Security               ,5,6,12680,8087.14,8087.14,7394.01,Social Security               ,20,PERSONNEL BENEFITS,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,270000, ,14285,0,14910,0
E,1,270000, ,751420,Social Security               ,4,7,44440,30610.56,30610.56,27775.88,Social Security               ,20,PERSONNEL BENEFITS,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,270000, ,37325,2065,37325,0
E,1,270000, ,851880,Social Security               ,5,8,19240,13628.67,13628.67,11965.06,Social Security               ,20,PERSONNEL BENEFITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,270000, ,20860,0,22250,0
E,1,270000, ,1051530,Social Security               ,6,10,19000,19997.23,19997.23,16385.66,Social Security               ,20,PERSONNEL BENEFITS,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,270000, ,19890,0,20480,0
E,1,270000, ,1354190,Social Security               ,11,13,9445,8740.84,8740.84,12789.47,Social Security               ,20,PERSONNEL BENEFITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,270000, ,9365,0,9645,0
E,1,270000, ,1455850,Social Security               ,13,14,37950,34759.2,34759.2,30571.67,Social Security               ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,270000, ,37600,1015,39310,1050
E,1,270000, ,1555860,Social Security               ,13,15,33140,27436.65,27436.65,25180.28,Social Security               ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,270000, ,35230,0,36495,0
E,1,270000, ,1657100,Social Security               ,14,16,96700,80222.2,80222.2,70592.13,Social Security               ,20,PERSONNEL BENEFITS,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,270000, ,123675,29940,129835,30925
E,1,270000, ,2955720,Social Security               ,3,29,0,0,0,0,Social Security               ,20,PERSONNEL BENEFITS,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,270000, ,5835,0,6010,0
E,1,271000, ,251310,401a-Social Sec Replacement   ,3,2,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,271000, ,0,15575,0,15725
E,1,271000, ,351310,401a-Social Sec Replacement   ,5,3,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,271000, ,0,5840,0,6320
E,1,271000, ,455870,401a-Social Sec Replacement   ,3,4,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,271000, ,0,14005,0,14430
E,1,271000, ,551420,401a-Social Sec Replacement   ,5,5,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,271000, ,0,22370,0,23225
E,1,271000, ,651810,401a-Social Sec Replacement   ,5,6,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,271000, ,0,14285,0,14910
E,1,271000, ,751420,401a-Social Sec Replacement   ,4,7,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,271000, ,0,35260,0,37325
E,1,271000, ,851880,401a-Social Sec Replacement   ,5,8,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,271000, ,0,20860,0,22250
E,1,271000, ,1051530,401a-Social Sec Replacement   ,6,10,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,271000, ,0,19890,0,20480
E,1,271000, ,1354190,401a-Social Sec Replacement   ,11,13,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,271000, ,0,9365,0,9645
E,1,271000, ,1455850,401a-Social Sec Replacement   ,13,14,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,271000, ,0,36585,0,38260
E,1,271000, ,1555860,401a-Social Sec Replacement   ,13,15,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,271000, ,0,35230,0,36495
E,1,271000, ,1657100,401a-Social Sec Replacement   ,14,16,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,271000, ,0,93735,0,98910
E,1,271000, ,2955720,401a-Social Sec Replacement   ,3,29,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,271000, ,0,5835,0,6010
E,1,280000, ,151160,Life Insurance                ,1,1,0,0,0,0,Life Insurance                ,20,PERSONNEL BENEFITS,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,280000, ,0,0,0,0
E,1,280000, ,251310,Life Insurance                ,3,2,1015,817.07,817.07,599.28,Life Insurance                ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,280000, ,630,630,635,635
E,1,280000, ,351310,Life Insurance                ,5,3,0,0,0,0,Life Insurance                ,20,PERSONNEL BENEFITS,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,280000, ,235,235,255,255
E,1,280000, ,455870,Life Insurance                ,3,4,540,546.25,546.25,670.52,Life Insurance                ,20,PERSONNEL BENEFITS,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,280000, ,565,565,580,580
E,1,280000, ,551420,Life Insurance                ,5,5,865,788.7,788.7,620.56,Life Insurance                ,20,PERSONNEL BENEFITS,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,280000, ,900,900,935,935
E,1,280000, ,651810,Life Insurance                ,5,6,515,409.66,409.66,361.75,Life Insurance                ,20,PERSONNEL BENEFITS,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,280000, ,575,575,605,605
E,1,280000, ,751420,Life Insurance                ,4,7,1745,1483.61,1483.61,1336.25,Life Insurance                ,20,PERSONNEL BENEFITS,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,280000, ,1425,1425,1505,1505
E,1,280000, ,851880,Life Insurance                ,5,8,775,690.22,690.22,396.98,Life Insurance                ,20,PERSONNEL BENEFITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,280000, ,840,840,900,900
E,1,280000, ,1051530,Life Insurance                ,6,10,770,1020.37,1020.37,797.17,Life Insurance                ,20,PERSONNEL BENEFITS,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,280000, ,805,805,830,830
E,1,280000, ,1354190,Life Insurance                ,11,13,380,432.1,432.1,619.86,Life Insurance                ,20,PERSONNEL BENEFITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,280000, ,375,375,390,390
E,1,280000, ,1455850,Life Insurance                ,13,14,1485,1688.8,1688.8,1440.16,Life Insurance                ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,280000, ,1480,1480,1540,1540
E,1,280000, ,1555860,Life Insurance                ,13,15,1335,1374.81,1374.81,1240.73,Life Insurance                ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,280000, ,1425,1425,1475,1475
E,1,280000, ,1657100,Life Insurance                ,14,16,3175,3300.99,3300.99,2711.83,Life Insurance                ,20,PERSONNEL BENEFITS,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,280000, ,3780,3780,4000,4000
E,1,280000, ,2955720,Life Insurance                ,3,29,0,0,0,0,Life Insurance                ,20,PERSONNEL BENEFITS,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,280000, ,235,235,240,240
E,1,280100, ,251310,L-term Disability Insurance   ,3,2,0,340.17,340.17,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,280100, ,800,800,805,805
E,1,280100, ,351310,L-term Disability Insurance   ,5,3,0,0,0,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,280100, ,300,300,325,325
E,1,280100, ,455870,L-term Disability Insurance   ,3,4,0,239.22,239.22,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,280100, ,720,720,745,745
E,1,280100, ,551420,L-term Disability Insurance   ,5,5,0,312.32,312.32,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,280100, ,1150,1150,1195,1195
E,1,280100, ,651810,L-term Disability Insurance   ,5,6,0,160.78,160.78,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,280100, ,735,735,765,765
E,1,280100, ,751420,L-term Disability Insurance   ,4,7,0,597.88,597.88,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,280100, ,1810,1810,1920,1920
E,1,280100, ,851880,L-term Disability Insurance   ,5,8,0,274.41,274.41,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,280100, ,1075,1075,1140,1140
E,1,280100, ,1051530,L-term Disability Insurance   ,6,10,0,400.98,400.98,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,280100, ,1025,1025,1050,1050
E,1,280100, ,1354190,L-term Disability Insurance   ,11,13,0,163.34,163.34,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,280100, ,485,485,495,495
E,1,280100, ,1455850,L-term Disability Insurance   ,13,14,0,648.68,648.68,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,280100, ,1870,1870,1980,1980
E,1,280100, ,1555860,L-term Disability Insurance   ,13,15,0,525.83,525.83,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,280100, ,1810,1810,1875,1875
E,1,280100, ,1657100,L-term Disability Insurance   ,14,16,0,1299.55,1299.55,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,280100, ,4840,4840,5090,5090
E,1,280100, ,2955720,L-term Disability Insurance   ,3,29,0,0,0,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,280100, ,300,300,310,310
E,1,290000, ,151160,Family& Medical Leave Tax     ,1,1,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,290000, ,110,110,110,110
E,1,290000, ,251310,Family& Medical Leave Tax     ,3,2,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,290000, ,555,555,560,560
E,1,290000, ,351310,Family& Medical Leave Tax     ,5,3,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,290000, ,245,245,270,270
E,1,290000, ,455870,Family& Medical Leave Tax     ,3,4,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,290000, ,535,535,560,560
E,1,290000, ,551420,Family& Medical Leave Tax     ,5,5,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,290000, ,785,785,820,820
E,1,290000, ,651810,Family& Medical Leave Tax     ,5,6,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,290000, ,505,505,530,530
E,1,290000, ,751420,Family& Medical Leave Tax     ,4,7,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,290000, ,1325,1325,1325,1325
E,1,290000, ,851880,Family& Medical Leave Tax     ,5,8,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,290000, ,735,735,790,790
E,1,290000, ,1051530,Family& Medical Leave Tax     ,6,10,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,290000, ,705,705,725,725
E,1,290000, ,1354190,Family& Medical Leave Tax     ,11,13,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,290000, ,330,330,345,345
E,1,290000, ,1455850,Family& Medical Leave Tax     ,13,14,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,290000, ,1340,1340,1400,1400
E,1,290000, ,1555860,Family& Medical Leave Tax     ,13,15,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,290000, ,1260,1260,1305,1305
